Society,Price_mean,Price_min,Price_max,Area_mean,Area_min,Area_max,Bedrooms_mean,Bedrooms_min,Bedrooms_max,Bathrooms_mean,Bathrooms_min,Bathrooms_max,Kitchens_mean,Kitchens_min,Kitchens_max,Store Rooms_mean,Store Rooms_min,Store Rooms_max,Servant Quarters_mean,Servant Quarters_min,Servant Quarters_max
"VITAL HOMES DD, VITAL HOMES HOUSING SCHEME",11715384.615384616,11000000.0,12500000.0,816.75,816.75,816.75,3.1538461538461537,3.0,4.0,4.076923076923077,4.0,5.0,1.4615384615384615,1.0,2.0,0.5384615384615384,0.0,2.0,0.7692307692307693,0.0,2.0
"VITAL HOMES EE, VITAL HOMES HOUSING SCHEME",11716666.666666666,11500000.0,12200000.0,816.75,816.75,816.75,3.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,1.1666666666666667,0.0,2.0,1.1666666666666667,0.0,2.0
Valencia,77832377.04918033,18900000.0,229000000.0,5343.464139344263,1361.25,13068.0,5.426229508196721,3.0,10.0,5.827868852459017,2.0,7.0,1.9098360655737705,1.0,3.0,1.098360655737705,0.0,2.0,0.9385245901639344,0.0,2.0
Venus Housing,24778571.42857143,12400000.0,37000000.0,1827.9642857142858,816.75,2722.5,4.642857142857143,3.0,6.0,5.142857142857143,3.0,6.0,1.5,1.0,2.0,0.35714285714285715,0.0,1.0,0.42857142857142855,0.0,2.0
Vital Homes,11750000.0,11500000.0,12000000.0,816.75,816.75,816.75,3.0,3.0,3.0,3.75,3.0,4.0,1.75,1.0,2.0,0.25,0.0,1.0,0.25,0.0,1.0
Wahdat Road,16399999.999999998,16399999.999999998,16399999.999999998,816.75,816.75,816.75,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Walton Road,15560000.0,10500000.0,23800000.0,797.6925,680.625,1279.575,3.1,3.0,4.0,3.5,3.0,5.0,1.9,1.0,2.0,0.7,0.0,2.0,0.4,0.0,1.0
Wapda Town Phase 1,53636320.75471698,16000000.0,150000000.0,3873.1415094339623,816.75,11434.5,4.886792452830188,2.0,8.0,5.273584905660377,2.0,7.0,1.7452830188679245,1.0,3.0,0.910377358490566,0.0,2.0,0.7405660377358491,0.0,2.0
Wapda Town Phase 2,58500000.0,39500000.0,77500000.0,4083.75,2722.5,5445.0,4.5,3.0,6.0,4.5,3.0,6.0,2.0,1.0,3.0,1.0,0.0,2.0,0.5,0.0,1.0
Yateem Khana Chowk,11900000.0,7300000.0,16500000.0,993.7125,680.625,1306.8,3.0,3.0,3.0,3.5,3.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Zaamin City Phase 1,17360000.0,16500000.0,18500000.0,1361.25,1361.25,1361.25,4.0,4.0,4.0,4.0,4.0,4.0,1.4,1.0,2.0,0.6,0.0,1.0,0.6,0.0,1.0
Zaheer Villas,11500000.0,8000000.0,15000000.0,952.875,816.75,1089.0,2.5,2.0,3.0,3.5,3.0,4.0,1.5,1.0,2.0,1.0,1.0,1.0,0.5,0.0,1.0
Zaman Colony,14750000.0,12500000.0,17000000.0,544.5,544.5,544.5,3.0,3.0,3.0,4.0,4.0,4.0,1.5,1.0,2.0,0.5,0.0,1.0,0.5,0.0,1.0
Zaman Park,220000000.0,220000000.0,220000000.0,12523.499999999998,12523.499999999998,12523.499999999998,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
